code,year,tmin,tmax,tmean,domin,domax,domean,bodmin,bodmax,bodmean,phmin,phmax,phmean,cmin,cmax,cmean,nmin,nmax,nmean,fcmin,fcmax,fcmean,tcmin,tcmax,tcmean
1374,2013,19,36,25.7,5.3,14,9.1,2.9,12.9,6.5,7.5,8.7,8,262,564,461,0.14,1.02,1,4,21,13,21,1100,248
1374,2014,,,,7.9,7.9,7.9,2.2,2.2,2.2,8.2,8.2,8.2,278,278,278,0.2,1,0.55,,,,,,
1382,2003,28,28,28,7,7,7,3,3,3,6.8,9.5,8,500,500,500,0.9,0.9,0.9,667,667,667,1333,1333,1333
1382,2004,16,28,21,7.2,7.7,7.5,0.4,7.2,2.8,7.6,7.7,7.7,355,390,379,,,,70,170,105,500,3500,2100
1382,2005,22,22,22,6,6.4,6.225,1.2,3.2,1.95,7,7.7,7.375,300,395,341.7,0.16,4,1.165,70,600,228,70,5000,1618
1382,2006,14,27,20,6,6.6,6.2,0.9,2,1.6,7.2,7.8,7.53,280,418,346,0.2,2.6,1.2,70,700,423,1100,35000,13700
1382,2007,6,22,16,6,7.1,6.4,1.2,1.8,1.4,7.6,7.7,7.7,356,464,403,1.8,2.6,2.35,0,110,53,500,500,500
1382,2008,17,18,17.7,5.2,6.2,5.7,0.2,1.2,0.6,7.4,7.8,7.5,388,502,430,0.44,2.65,1,,,,,,
1382,2009,17,18,17.7,5.9,6.4,6.1,1.4,2.8,2,7.3,7.4,7.3,368,399,379,0.3,1.89,1,6,28,16,12,40,28
1382,2010,16,26,20.5,5.4,6.8,6.3,2,15,6.3,6.6,7.5,7.2,245,458,381,0.998,5.56,3,70,2400,873,350,2400,1242
1382,2011,13,23,18.5,5.2,7.2,6.4,4,220,70.8,6.8,7.6,7.3,210,410,350,0.8,2.5,1,,,,,,
1382,2012,12,22,18,5.2,7,6,,,,6.9,7.5,7.2,220,396,289,0.46,1.22,1,,,,,,
1382,2013,19,32,25.3,6.5,7.4,6.9,3.8,9,6.2,7.2,7.9,7.5,32,248,184,0.35,1.66,1,,,,,,
1382,2014,12,23,16.3,6.7,6.8,6.8,20,28,23.8,7.3,7.5,7.4,270,290,283,0.28,1.03,1,,,,,,
1383,2003,15,20,18,6.5,7.8,7.2,8.5,13,10.1,7,7.2,7.1,221,267,244,,,,1100,1880,1520,2200,3400,2733
1383,2004,28,29,29,5.8,6.6,6.1,1,2.8,1.5,6.7,7.1,7,120,420,210,0.72,0.82,0.782,1200,2900,2125,2100,3800,3200
1383,2005,,,,6,6.9,6.375,1,1.4,1.225,6.5,7.5,6.975,120,380,235.5,0.72,2,1.17,1600,3200,2200,2400,4100,3075
1383,2006,26,31,29,6.1,6.4,6.3,1.4,2.3,1.7,6.8,7.1,6.93,65,3550,1254,1,1.4,1.2,900,1800,1433,1600,5600,3233
1383,2007,26,32,29,5.8,7.6,6.9,1.9,12.2,5.5,6.6,7.3,6.9,418,3530,1657,0.5,2.4,1.6,1900,13200,4950,2800,17800,7275
1383,2008,25,26,25.8,0,6.8,1.8,,,,6.3,6.7,6.4,320,1050,630,0.215,2.33,1.56,,,,,,
1383,2009,25,25,25,0.8,7.3,2.5,,,,6.4,6.9,6.7,420,5900,2410,0.894,1.88,1,,,,,,
1383,2010,25,28.5,26.6,0.8,4,2.5,,,,6.5,7.5,6.9,550,3400,1613,0.68,1.02,1,,,,,,
1383,2011,28,29,28.5,2.8,8,6.5,,,,6.3,7.8,7,440,2500,1588,1.44,2.33,1.75,,,,,,
1383,2012,27,33,29,1.4,7.9,5.1,,,,6,7.9,7.3,290,2620,796,1.92,3,2.06,,,,,,
1383,2013,24.5,30,26.6,3.8,7.3,6,,,,7,7.6,7.4,120,1920,624,0.882,1,0.66,,,,,,
1383,2014,24.5,26.5,25.5,2.9,6.6,5.8,,,,6.5,7.8,7.4,180,850,408,0.401,1,0.79,,,,,,
1385,2003,21,31,28,3.9,8.1,6.5,1.8,5.7,4.3,7.5,10,8.6,190,260,220,0.087,0.087,0.087,520,640,557,590,710,635
1385,2004,24,25,24,5.4,6.2,5.9,0.8,1.2,1,6.2,6.8,6.6,42,98,59,0.02,0.816,0.354,5,50,21,30,750,283
1385,2005,,,,5.7,6.9,6.325,0.8,1,0.9,6.7,6.9,6.8,40,60,50.5,0.03,0.18,0.1,10,80,31,100,400,240
1385,2006,28,29,29,6.4,7.5,7.1,0.6,1.5,1,6.6,7.2,6.93,53,570,231,0.1,0.9,0.4,10,130,50,30,200,90
1385,2007,29,30,29,6.1,7.5,6.7,0.8,1.8,1.1,6.7,7.8,7.2,51,118,70,0.1,0.1,0.1,40,240,168,60,340,225
1385,2008,28,30,28.9,6.9,7.9,7.3,4.1,5.4,4.7,7.1,7.4,7.3,51,93,74,1.14,5,3.13,68,480,362,440,1080,760
1385,2009,26,31,27.7,5.8,8,7,4.3,4.9,4.6,6.7,7.2,6.9,57,101,72,1.18,2.33,1.58,5900,7400,6727,8100,9200,8709
1385,2010,26,30,27.6,7.3,8,7.7,18,25,22.3,6.5,7.3,6.9,50,85,63,0,0,0,4900,9400,7800,4300,43000,30775
1385,2011,26.1,28.6,27.1,6.1,7.6,6.6,26,32,28.6,6.7,7,6.9,52,63,56,0,0,0,69,9400,8151,28000,46000,35692
1385,2012,24,31,27,6.4,7.9,7.1,1.2,2.2,1.7,6.2,7.8,7,48,95,65,0,0,0,,,,,,
1385,2013,23.6,25.5,24.6,5,7.5,6.3,0.8,5.4,2.4,6.8,7.5,7.1,65,125,95,0.1,1,5,2100,2100,2100,360,3600,1348
1385,2014,25,26,25.6,5.2,7.8,6.4,1.6,5.4,2.8,7.1,7.8,7.5,79,190,115,0.1,1,1,360,360,360,360,910,683
1388,2003,23,27,24,0.9,3,2.3,2.8,80,30,8.8,9.5,9.2,856,1546,1211,0.07,0.78,0.347,730,15000,6010,730,240000,85243
1388,2004,26,26,26,3.4,8.2,5.6,1,3,2,7.6,8.1,7.8,300,400,350,0.142,0.142,0.142,1000,1000,1000,4000,4000,4000
1388,2005,,,,,,,2,4,3,7.7,8.7,8.2,270,370,320,0.13,2.8,1.465,,,,,,
1388,2006,28,33,31,6.4,6.9,6.7,2,4,2.7,6.4,8.4,7.63,300,410,350,1.8,1.8,1.8,2000,2000,2000,2000,4000,3000
1388,2007,29,30,29,5,6.9,6,4,9,6,7,8.9,8.2,390,400,398,0.3,1.4,0.85,0,900,285,370,1600,957
1388,2008,28,30,29,8.5,10,9.3,16.5,50,38.1,7.8,10.5,9.4,300,800,500,0.36,5.62,3,720,1500,1110,1400,2300,1850
1388,2009,26,29,27.5,5.2,12.1,9.9,1.7,5,3.1,8.3,9.7,8.8,387,650,522,0.2,3.23,1,1100,1100,1100,1100,12000,6550
1388,2010,23,29,25.3,4.4,13.2,9,1,3.8,2.6,6.7,9.2,7.5,410,600,510,0.32,2.33,0,,,,360,1500,645
1388,2011,23,28,25.3,8,9.1,8.4,1.5,2.3,1.9,5.5,10,8.1,399,884,604,0.14,2.2,1,,,,360,1500,1115
1388,2012,26,33,29,7.6,8.7,8.1,1.7,3.5,2.4,7.1,8.8,7.8,373,708,506,0.2,1.02,1,300,360,330,360,1500,998
1388,2013,25,32,29.2,5.7,8.6,6.5,1.3,5.2,2.7,7,10.2,8.4,277,1235,504,0.2,6.03,3,360,360,360,360,2800,1200
1388,2014,28,29,28.5,5.7,8.4,7.2,2.8,9.6,6.9,7,9.7,8.4,308,366,339,0.27,3.26,2,730,730,730,360,2000,907
1391,2003,24,25,25,6.2,7.6,6.9,0.8,1.2,0.9,6.4,6.8,6.7,47,55,50,0.065,0.996,0.543,10,200,90,140,1200,710
1391,2004,26,27,27,3.8,5.6,4.7,11,20,15.5,7.2,7.5,7.4,1169,1600,1385,0.4,12.6,6.5,,,,300,300,300
1391,2005,27.6,31,29.3,2.3,6.5,4.2,8,33,16,7.13,7.9,7.582,1162,1577,1292.3,3.7,11.5,6.625,2,3,3,500,8700,4163
1391,2006,29,30,29,3,3.2,3.1,4,14,8.7,7.9,8.29,8.06,1161,1584,1335,7.5,18,13,2,5,3,150,255,208
1391,2007,27,29,28,3.3,4,3.6,4.1,16,11.5,6.9,7.9,7.6,1150,1755,1481,5,11,7.2,0,15,8,790,1380,1073
1391,2008,22,29,25.9,0.3,9.7,5.9,1,3.8,2.5,7,8.1,7.5,872,2090,1454,0.12,4.22,1,360,910,635,360,3500,1283
1391,2009,22,30,27.3,0,9.8,3.8,1.2,12.8,7.2,7,8,7.6,291,2619,1497,0.22,2.33,2,730,730,730,730,1500,1243
1391,2010,25,28.5,27.1,1.2,11,5.9,3.2,9.4,5.9,6.6,7.6,7.2,929,1550,1290,0.32,5.69,5,360,1500,930,700,2800,1278
1391,2011,25,40.5,31.9,0.9,7.1,3.8,7.2,19,11.4,6.9,8.5,7.8,1064,1629,1403,0.2,6.33,4,360,730,545,720,1500,1013
1391,2012,26,31,29,0,18.4,3.4,3.6,12.4,7.3,6.8,8.1,7.5,851,1871,1439,0.16,2.24,2,360,360,360,730,2700,1715
1391,2013,25,30,27.5,0,0,0,0.8,4.2,2.6,7.3,7.6,7.5,1192,1520,1356,0.31,1.33,1,360,360,360,360,2000,1273
1391,2014,0,30,17.2,0,2.6,0.7,0.8,4.5,3.1,7.3,7.9,7.7,1330,1900,1555,0.26,1.08,1,360,360,360,360,1100,723
1396,2004,25,32,29,4.2,9.6,6.8,2,48,25,6.8,9.4,8.2,143,340,268,0.4,4.1,1.733,,,,,,
1396,2005,29,31,30,6.5,9.3,8.15,3,22,12.5,8.4,8.9,8.625,259,1270,546.5,0.6,5.7,2.41,100000,100000,100000,9000000,9000000,9000000
1396,2006,29,29,29,9.3,9.3,9.3,2.8,2.8,2.8,9.7,9.7,9.7,178,178,178,0.6,0.6,0.6,,,,,,
1396,2007,29,32,30,8.3,9.8,9.3,0,12,7,7,10,8.4,233,412,326,0.1,0.7,0.3,,,,,,
1396,2008,28,31.6,30.2,8,13.6,10.1,1.8,5.2,3.4,7.2,10.1,8.9,264,321,285,0.15,1.59,1,300,360,330,730,1400,953
1396,2009,27,30,28.2,6.8,9,7.8,1.9,3.6,2.9,8.2,9.7,8.8,220,262,234,0.22,1.22,1,360,360,360,300,1800,798
1396,2010,30,30,30,8.8,8.8,8.8,1.8,3.2,2.5,8,8,8,283,283,283,0.17,1.24,1,300,360,330,910,6400,3278
1396,2011,27,32,29.5,6.5,77,30.4,1.8,8.2,4.7,6.3,9.2,8,51,321,231,0.17,1.99,1.53,730,2000,1365,730,3600,2610
1396,2012,25,30,28,7,7.7,7.4,0.8,3.3,2.2,8,8.4,8.2,326,376,351,0.13,1.22,1.5,2300,2300,2300,720,4300,1620
1396,2013,24,24,24,8.1,8.1,8.1,6,9.6,7.4,8.7,8.7,8.7,,,,5,10,5,1400,3600,2378,2900,5000,3817
1396,2014,26,32,28.8,8.5,9.6,9,1.4,2.4,1.8,7.8,8.5,8,404,580,465,0.47,3.23,2,17,36,26,35,75,58
1401,2003,25,27,26,7.1,7.6,7.4,1.4,3,2.1,7.4,7.8,7.6,416,448,428,,,,60,90,73,500,700,567
1401,2004,29,31,30,8.3,8.8,8.6,1.9,2.3,2.1,9.4,9.5,9.5,530,530,530,,,,1100,1100,1100,1100,1100,1100
1401,2005,29,29,29,6.5,8.3,7.375,0.8,1.9,1.12,9.5,9.5,9.5,786,936,842.5,0.86,0.86,0.86,1100,3300,1540,1101,187000,38281
1401,2008,28,31,29.5,5.8,5.9,5.9,6,9.5,8.4,8.5,9.2,8.9,478,511,495,1.2,13.22,9,1400,3100,2183,2800,4400,3506
1414,2003,25,31,28,3.7,7.4,5.2,2,6.4,4.9,7.5,8.7,8.1,290,450,360,0.08,1.14,0.507,14,20,18,28,150,109
1414,2004,23,27,25,0.9,8.8,5.5,1.8,18.2,7.9,7.2,8.4,7.7,340,370,357,0.08,0.16,0.133,20,28,25,44,1100,391
1414,2005,23,23,23,2.18,5.46,3.553,3.11,10.8,6.42,7.4,8.02,7.585,380,470,425,0.08,0.16,0.12,11,20,16,28,210,119
1414,2006,21,21,21,12,12,12,10.7,10.7,10.7,8,8,8,,,,,,,7,7,7,28,28,28
1414,2007,22,28,25,1.2,6.7,3.5,5.2,13.3,8.7,7.4,7.9,7.7,320,860,535,0.22,1.7,0.68,3,20,10,4,150,46
1414,2008,19,27,24,0,3.3,1.5,6.2,10.2,8.7,7.4,8.5,7.9,330,590,428,1.3,11.56,9,1400,3200,2189,2700,4400,3522
1414,2009,24,25.5,24.7,0,1.95,1,1.2,2.5,1.7,7.37,7.96,7.6,590,1060,750,1.1,10,6,10,25,18,21,53,37
1414,2010,21,25.5,22.5,6.08,9,7.1,3.2,3.6,3.4,7.7,7.8,7.7,350,670,563,0.95,1,1,320,420,370,440,510,473
1414,2011,19,25.5,22.4,1.2,7.4,4.8,3.2,3.6,3.4,7.3,8.7,7.9,320,580,435,1.06,1.18,1,420,540,485,520,580,550
1414,2012,17,20,19,2.1,6.4,3.9,2.7,2.9,2.8,7.2,8.2,7.6,16,750,456,0,0,0,1300,5000,2650,3000,9000,6000
1414,2013,16,24,19.9,3.6,6.2,4.7,2.6,3,2.8,7.6,8.6,8.2,260,460,321,0,0,0,2200,5000,3120,5000,16000,9600
1414,2014,20,33,28.4,2.9,6.4,4.8,0.7,3,1.7,7.4,8.8,8,190,460,291,0.742,2.03,1.5,170,2400,604,20,9200,1601
1420,2003,26,31,28,5.1,5.9,5.5,1.8,2.6,2.3,6.8,7.4,7.1,290,14000,4323,0.037,0.182,0.09,40,190,133,320,1200,835
1420,2004,18,29,22,6.8,7.4,7,2.2,7.9,4.9,6.5,8,7.2,80,828,238,0.01,0.17,0.096,2,170,76,4,220,105
1420,2005,17,18,17.5,6.4,6.8,6.667,1.8,2.61,2.2,6.45,7.56,6.863,70,90,80,0.02,2,0.69,4,30,13,12,90,39
1420,2006,20,20,20,6.1,6.8,6.6,1,1.4,1.2,6.53,7.08,6.77,70,110,95,0,2,0.7,4,17,9,14,50,27
1420,2007,18,18,18,6.8,7,6.9,1.9,5.2,3.2,6.4,7.9,7.4,81,160,104,0.07,0.1,0.09,4,40,18,17,60,32
1420,2008,10,22,15.7,6.8,7,6.9,1.2,3.2,2.1,6.3,7.8,7,66,98,83,1.016,1.98,1.45,45,23000,3678,230,49000,7291
1420,2009,15,20,18.3,6.5,7.6,6.9,5.4,21.3,9.6,6.4,7.7,7.3,76,92,84,2.003,7.89,5,780,160000,28707,2200,160000,37867
1420,2010,13,22,16.3,0,6.8,4.8,2.8,16,9,5.2,7.9,6.6,61,142,100,2.91,4.23,4,230,160000,27921,330,160000,29985
1420,2011,18,21,19.3,6,6.9,6.5,3.5,24,8.8,5.9,7.1,6.5,75,206,111,9.925,10,10,490,160000,24138,1300,92000,23160
1420,2012,17,23,21,6.3,8,6.9,4.8,11.6,8.1,6.1,14,7.4,79,155,96,0.511,2.57,2,780,160000,23017,2300,160000,28030
1420,2013,19,21,20,5.8,7.2,6.5,5.2,19.5,10.2,6.7,7.6,7.2,85,123,101,0.76,11.88,10,490,160000,45289,1300,160000,52950
1420,2014,18,23,20.1,6,7.4,6.8,3.3,12.4,6.9,6,8,7.3,95,120,105,0.04,1.44,1,0,500000,43750,7000,900000,90118
1421,2003,24,32,29,5.1,8.2,6.3,1.2,2.5,1.8,7.1,7.2,7.1,26,208,93,0.01,0.14,0.057,360,1500,740,360,110000,37553
1421,2004,12,19,15,3.3,5,4.1,3,12,7.8,5.7,8.2,7.1,375,460,415,,,,40,1700,760,130,9000,3033
1421,2005,9,14,12.333,6.3,8.21,7.277,7,12,9.75,7.41,8.11,7.76,373,568,437.5,0.04,1.73,0.887,220,2400,1048,1100,5000,2550
1421,2006,14,14,14,5.4,7.1,6.3,6,13,9.5,6.82,7.38,7.1,368,507,438,0.1,0.1,0.1,700,800,750,1700,1700,1700
1421,2007,12,16,15,5.9,8.4,7.2,1.5,21,7.6,6.1,8.9,7.4,336,540,399,0.1,2.5,0.79,220,1100,730,500,1700,1225
1421,2008,15,18,16.3,5.1,7.9,6.3,2.6,11.2,6.6,6.9,7.4,7.2,289,446,361,1.099,7.52,5,1100,500000,207756,1400,900000,304788
1421,2009,15,23,19.5,4.1,7.1,5.3,2.4,9.9,5.3,6.6,7.5,7.2,354,498,428,1.32,8.99,6,400,220000,100275,800,280000,133871
1421,2010,15,23,19.5,2.7,8.7,5.1,1.9,6.3,3,7,8.3,7.4,310,439,370,0,0,0,500,9000,3194,1700,16000,9924
1421,2011,16,22,18.9,2.5,9.1,4.8,2.9,5,3.5,6.8,8.4,7.6,276,678,407,0.04,0.75,0.55,400,3300,1673,1700,11000,6894
1421,2012,14,19,17,1.2,6.6,3.9,1.5,3.2,2,6.6,7.9,7.2,329,521,424,0.06,1,1.2,110,1100,469,500,3400,1675
1421,2013,13,18,16.7,0.5,8.8,4.9,1,15,3.1,7.1,8.7,7.7,370,617,461,0.172,1,1,112,35000,5042,400,160000,22959
1421,2014,16,19,17.3,0,7.9,3.9,30,65,44.4,7,8.3,7.5,384,620,486,0,0,0,,,,,,
1425,2003,17,25,22,7.2,9.4,7.9,0.9,2.5,1.7,7.3,8.2,7.5,,,,,,,,,,14,148,48
1425,2004,17,26,22,2.9,7.3,5.6,1.2,1.4,1.3,6.7,8.1,7.4,80,182,118,,,,,,,34,58,46
1425,2005,,,,6.32,8.1,7.21,1.82,3.65,2.767,7.2,8.1,7.633,77,85,80.3,,,,,,,30,51,41
1425,2006,19,31,24,5.4,11.1,8.3,2.1,3.2,2.6,7.2,9.3,8.03,181,181,181,,,,,,,0,60,20.3
1425,2007,20,30,25,3.8,9.3,6.5,0.5,1.7,1.2,7.4,7.7,7.5,120,231,190,,,,,,,95,145,127
1425,2008,29,29,29,4.8,4.8,4.8,4,18,8.4,6.5,6.5,6.5,185,185,185,0,0,0,,,,,,
1425,2009,20,28,23.6,5.2,8.7,7.1,1.8,2.4,2.1,7.2,7.4,7.3,129,157,142,1,6,3.9,16,24,19,140,258,164
1425,2011,14,27,21.5,4.7,6.3,5.5,1.8,68,13.5,6.4,7.7,7.2,97,737,342,5,10,6.5,10,24,19,180,188,184
1425,2012,28,30,29,6.1,9.1,7.2,36,218,117,7.2,7.8,7.4,33,174,108,10,47,31.4,30,38,35,216,320,272
1426,2003,22,24,23,5.8,9.5,7.8,2.8,5.4,4.3,7.3,8.6,8.1,,,,,,,,,,2400,2400,2400
1426,2004,17,26,22,5.1,9.7,6.7,1.3,1.8,1.6,6.4,7.9,7.3,70,86,79,,,,,,,38,125,71
1426,2005,,,,5.27,5.47,5.37,0.81,2.23,1.357,7.4,7.9,7.633,68,88,79,,,,,,,32,89,61
1426,2006,20,22,21,5.4,5.9,5.6,1.2,2.8,2,7.3,7.8,7.55,70,70,70,,,,,,,0,65,32.5
1426,2007,20,29,24,3,8.9,5.9,0.1,1.8,0.9,7.1,7.7,7.3,198,241,220,,,,,,,89,200,130
1426,2008,28.2,28.2,28.2,5.7,5.7,5.7,42,96,65.9,6.8,6.8,6.8,215,215,215,0,0,0,,,,,,
1426,2009,20,29,24,5.4,7.9,6.3,4,8,5,7.1,7.3,7.2,115,124,120,0,0,0,,,,,,
1426,2011,14,26,22,4.9,7.1,6.3,0.5,1,0.7,7.1,7.3,7.2,207,291,249,0.9,1.8,1.3,2,2,2,400,400,400
1426,2012,27,30,29,7.3,10.1,9,16,110,51.9,7,7.3,7.2,75,172,129,0,0,0,,,,,,
1429,2003,12,15,14,4.4,9.2,7.3,2.5,15.5,8.3,7.1,8.7,8,350,548,448,,,,90,70000,24358,140,170000,74468
1429,2004,18,21,20,6.8,7.8,7.3,0.9,7,4,6.8,8.5,7.7,913,1240,1077,,,,14,34,24,26,79,53
1429,2005,22,22,22,4,8,6.475,1.4,7.6,4.133,8.3,9.33,8.793,330,954,702.5,0.23,5.72,2.31,4,22,15,20,50,34
1429,2006,20,22,21,6.5,7,6.8,1.5,3,2.3,8.1,8.24,8.17,380,790,585,0.1,2.9,1.5,4,16,10,10,33,22
1429,2007,12,32,22,0.2,6.8,4.6,0.6,1.8,1.1,7.8,8.2,8.1,178,585,459,0.1,0.1,0.1,4,18,12,9,33,22
1429,2008,14,28,22,6,6.9,6.4,19,62,32.1,7.9,8,8,578,903,699,0,0,0,,,,,,
1429,2009,14.5,26,22.6,6.2,7.7,6.9,24,106,64.4,7.6,8.24,8,455,776,552,0,0,0,,,,,,
1429,2010,5.2,13.2,10.6,7.8,9.8,8.4,45,320,108.9,8.1,8.3,8.2,202,380,254,0,0,0,,,,,,
1429,2011,12.5,28,23,5.9,9.8,7.6,26,58,46,7.6,8,7.8,405,647,514,0,0,0,,,,,,
1429,2012,12,28,21,4.8,8,6.3,100,760,404,6.7,8.1,7.6,201,637,425,0,0,0,,,,,,
1429,2013,12,29,21.3,4.5,7.2,5.7,72,120,88,7.2,8.3,7.7,285,901,406,16,52,40.6,24,40,30,192,280,222
1429,2014,14,30,22.5,2.8,6.7,5.8,14,210,77.5,6.4,9.1,7.7,163,671,451,3,27,16.8,12,48,29,190,270,216
1441,2003,26,28,27,4.2,4.8,4.5,5.4,6.1,5.8,8,8.1,8.1,27720,33700,30710,,,,3,3,3,40,75,58
1441,2004,23,24,24,3.2,5.5,4.2,0.8,1.1,0.9,7.7,8.1,7.8,40500,61500,52750,0.02,0.456,0.18,4,70,39,20,1200,493
1441,2005,,,,3.6,5.6,4.85,0.6,1,0.8,7.6,7.8,7.7,45000,45000,45000,0.01,0.45,0.16,50,220,130,300,1240,655
1441,2006,27,30,29,4,6.5,4.9,0.6,0.8,0.7,7.6,8.1,7.83,26600,45000,36700,0.2,0.4,0.3,40,320,143,100,500,253
1441,2007,28,30,29,3,5.7,4.8,0.8,1.6,1.2,7.3,7.8,7.6,20500,34000,28150,0.1,0.3,0.23,90,310,160,160,400,245
1441,2008,27.5,30,28.8,5.9,8,6.8,28,60,38.9,7.6,8,7.9,30000,46700,38300,0,0,0,,,,,,
1441,2009,27,28,27.3,5.7,6.8,6.2,34,110,51.3,6.9,7.7,7.4,13480,36800,25470,0,0,0,,,,,,
1441,2010,27.3,29,28.2,3.3,6,4.3,26,76,52.3,6.8,7.6,7.3,14012,32100,21728,0,0,0,,,,,,
1441,2011,26.6,28.3,27.7,4.2,6.1,5.3,5,14,9.4,7.2,7.7,7.5,1212,42250,20434,0,0,0,,,,,,
1441,2012,23,30,25,1.2,6.8,3.9,5,34,18.1,6.9,8.3,7.4,19850,59800,38810,0,0,0,,,,,,
1441,2013,23,24.5,23.5,4.2,6.3,5,12,52,30.5,6.8,7.9,7.4,22500,58500,47679,0,0,0,,,,,,
1441,2014,23,25,24.1,4.3,6.6,5.5,29,56,39.9,7.1,7.9,7.6,30410,53960,44053,0,0,0,,,,,,
1446,2003,28,29,29,0.6,2.6,1.5,9,12,11.3,6.9,7.6,7.3,700,1187,897,0.38,1.7,1.052,4,12,10,1100,1100,1100
1446,2004,27,28,27,0.8,5.2,2.4,4,5,4.3,7,8,7.5,431,920,683,3.11,18,9.123,11,93,40,900,55000,15075
1446,2005,,,,5.6,6.6,6.2,1,3,2,7.5,8.3,7.933,430,975,673.3,2.28,5.62,4.29,19,53,30,1900,2900,2500
1446,2006,24,28,26,0.5,5,3.2,2,3,2.7,7.7,7.9,7.83,527,582,556,1.3,2.4,1.8,3,11,8,1100,1400,1233
1446,2007,24,26,25,0,10,5,1,18,6.6,6.9,8.3,7.5,392,760,551,0.3,1.3,0.73,84,1000,318,1600,2000,1700
1446,2008,26,28,27,1.2,7.5,4,12,45,32.6,7.4,8.3,7.7,361,466,425,0,0,0,,,,,,
1446,2009,25,27,26,0,6.2,2.9,32,84,48.5,7.3,8.1,7.7,454,767,543,0,0,0,,,,,,
1446,2010,23,29,25.3,3.9,5,4.5,24,54,36.9,7.5,8.5,8.1,374,720,501,0,0,0,,,,,,
1446,2011,25,30,26.5,4,6,4.7,18,66,36.1,7.2,7.7,7.5,373,548,480,0,0,0,,,,,,
1446,2012,24,31,26,2.4,3.8,2.9,18,52,34.8,7.3,7.5,7.5,418,494,458,0,0,0,,,,,,
1446,2013,24,27,24.9,3.2,5.6,4.1,18,52,41.8,7.1,7.9,7.6,396,1310,745,0,0,0,,,,,,
1446,2014,23,28,25.3,3.2,5.2,4.3,6,16,10.7,6.2,8.6,7.9,296,850,489,0.3,7.3,2.3,46,540,293,600,1600,1320
1447,2003,26,28,27,3.9,4.9,4.3,1.6,3.8,2.4,7.3,7.6,7.5,4050,4050,4050,,,,,,,,,
1447,2004,26,30,28,7.2,8,7.5,0.5,3,1.8,7.3,8.5,7.8,310,444,366,0.1,1,0.6,3,3,3,40,220,108
1447,2005,27,27.6,27.3,2.1,6.8,4.6,0.5,3,1.6,6.45,8.1,7.397,213,812,504.5,0.2,11.6,3.55,3,8,6,4,93,44
1447,2006,26,26,26,2.9,6.5,5.3,1.1,2.6,1.8,6.95,8,7.59,136,368,284,0.2,0.5,0.3,2,2,2,39,240,133
1447,2007,26,30,28,5.7,8.4,6.9,2.4,8,3.8,7.8,8.6,8.1,265,672,401,0.1,0.3,0.2,0,3,1,16,460,172
1447,2008,22,28,26,4.4,10.2,7,3,5,4.3,7.3,8.9,8.2,252,436,347,0.3,0.8,0.5,2100,9400,4117,11000,35000,16583
1447,2009,27,30,28.3,7.2,8.1,7.6,0.5,6,1.9,7.3,8,7.6,185,528,357,0,0.8,0.1,220,700,468,1400,2100,1683
1447,2010,24,30,26.8,6,8.4,7,1.2,1.8,1.4,7.3,7.6,7.4,200,352,302,0.1,1.5,1,21,350,108,63,800,299
1447,2011,25,40,28.1,5.8,7.8,6.8,1.2,2.8,2.3,7.2,8.9,7.9,249,429,296,1.1,3.5,1.9,49,540,308,220,1200,728
1447,2012,23,33,27,5.3,8.4,7.2,1.2,3.6,2.2,7.1,8.2,7.7,258,338,307,1,3.6,1.6,31,350,177,79,920,446
1447,2013,,,,,,,0.7,3.3,2.1,,,,320,321,321,0.1,1.1,0.4,11,3300,510,57,3500,875
1447,2014,0,30,17.2,2.4,7.8,5.5,0.4,2.9,1.7,7.1,8.4,8,296,481,373,0.1,1.9,0.5,93,890,271,110,1150,543
1452,2003,24,28,26,0.2,4.4,1.8,12,44,26.3,7,7.4,7.2,33000,49000,42750,1.26,2.976,2.36,7,10,9,350,550,438
1452,2004,27,28,28,5.2,7.7,6.5,2,3,2.3,6.4,7.8,7.4,225,326,264,,,,40,220,113,170,1400,523
1452,2005,24,24,24,7.15,8.3,7.725,2,2,2,7.72,7.8,7.76,221,252,236.5,0.04,0.16,0.1,110,300,205,800,800,800
1452,2006,20,27,24,8,8.1,8.1,2,4,3,6.84,6.93,6.89,244,245,245,0.1,0.2,0.1,110,300,205,220,1100,660
1452,2007,27,28,28,7.6,8.5,8.1,0.8,1.6,1.1,7.8,8.4,8,216,280,259,0.1,0.2,0.13,170,500,313,330,700,457
1452,2008,15,22,19.3,6.3,7.8,7.3,0.5,3.4,1.5,7,7.8,7.3,242,272,261,0,18,1.6,43,940,559,110,14000,1905
1452,2009,23,24,23.5,6.9,10.5,8.5,0.2,0.7,0.4,7.1,7.9,7.6,246,335,303,0,0.8,0.2,2,31,13,11,43,22
1452,2011,23,25,24.5,6.3,8.7,7.7,0.2,2.2,1,7.2,8.6,8,212,277,249,0,0.1,0,140,1100,566,310,1400,821
1452,2012,20,28,24,6.3,8.7,7.5,0.4,1.4,0.8,7.5,8.2,7.8,259,390,300,0.1,0.4,0.2,21,430,98,79,790,233
1452,2013,20,29,24.3,0.7,10,7.6,0.1,5,2.4,7.4,8.8,8.1,269,363,317,0,0,0,110,280,154,240,700,380
1452,2014,20,28,24.7,5.8,9.5,7.4,0.4,2.9,1,7.3,8.3,7.9,320,452,356,0,0.2,0,4,620,181,21,1080,345
