code,year,tmin,tmax,tmean,domin,domax,domean,bodmin,bodmax,bodmean,phmin,phmax,phmean,cmin,cmax,cmean,nmin,nmax,nmean,fcmin,fcmax,fcmean,tcmin,tcmax,tcmean
1459,2003,27,32,29,4.9,10.1,7.5,5.2,7.2,6,7.6,8.7,8,493,580,537,0.03,0.18,0.107,20000,850000,301667,85000,1400000,531667
1459,2004,10,16,13,5.6,8,6.7,4.5,7,5.7,6.8,7,6.9,110,131,119,,,,46,130,74,63,240,124
1459,2005,14,15,14.5,7.6,7.8,7.7,2.5,2.5,2.5,7,7,7,75,880,477.5,2,2,2,13,31,22,34,34,34
1459,2006,8,8,8,7.6,7.6,7.6,1.9,1.9,1.9,6.9,6.9,6.9,93,93,93,2.6,2.6,2.6,33,33,33,49,49,49
1459,2007,11,19,16,6.2,8.2,7.4,1.5,2.4,1.9,7,7.2,7.1,73,93,81,0.2,2.7,1.8,17,33,26,26,63,42
1459,2009,22,22,22,8.4,8.4,8.4,0.5,2.7,0.9,7.1,7.1,7.1,85,85,85,0,3.3,0.7,4,280,111,17,540,182
1459,2011,14,25,21.4,6,8.4,7.5,0.4,4.5,2.4,6.6,7.2,7,55,92,76,0,0,0,160,540,286,430,790,634
1459,2012,15,26,21,6.2,8.2,7.2,4,14,9.4,6.7,7.3,7.1,30,70,44,0,0,0,,,,,,
1459,2013,15,25,21.2,6.8,8,7.3,2.5,5.9,4,6.6,7,6.9,30,52,42,0,1.8,0.5,4,7,6,7,12,10
1459,2014,12,25,19.9,6.8,7.6,7.3,0.2,7.6,2.8,6.5,7.1,6.9,34,60,49,0.1,0.4,0.2,270,280000,47877,390,1600000,188989
1464,2003,23,33,29,4.5,17.8,10.9,10,127,71.9,8.2,9.7,9.1,1150,3200,2176,,,,9,240000,75001,23,240000,88503
1464,2004,27,28,28,4.3,7.8,6.5,2.4,8.8,5.5,7.1,7.8,7.5,810,1120,945,0.84,8.4,4.268,240,16000,6710,4600,120000,51650
1464,2005,26,26,26,8.5,8.5,8.5,2,2,2,8.12,8.12,8.12,612,612,612,2.76,2.76,2.76,120,120,120,250,250,250
1464,2006,23,23,23,,,,,,,8.6,8.6,8.6,417,417,417,1.4,1.4,1.4,3,3,3,80,80,80
1464,2007,27,30,28,4.2,6,4.9,0.6,4.8,1.7,7.8,8.1,8,150,474,378,0.1,1.1,0.46,3,20,6,98,425,165
1464,2008,25,30,27.3,3.1,4.4,4,1,8.2,3,7.7,9.3,8.3,285,617,453,0.1,0.5,0.3,140,170000,27462,170,350000,62148
1464,2009,26,32,29,3.3,4,3.8,2,4,2.3,7.5,8.3,7.9,194,1857,766,0,2.6,0.8,300,2100,853,940,4300,2111
1464,2010,17,28,24,3.6,6,4.7,2,3,2.1,7.8,8.9,8.2,441,590,540,0,1.6,0.7,170,1100,663,470,2800,1621
1464,2011,26,38,29.3,3.8,6.5,5.4,2,4,2.3,7.3,9,8.4,498,680,570,0,2,0.9,310,1300,834,1100,3500,2083
1464,2012,26,30,28,4.9,6.5,6.1,2,3,2.3,7.2,8.9,8,408,3390,1405,0,2.3,0.8,110,490,261,270,1200,603
1464,2013,,,,,,,0.3,5.6,2,,,,661,1545,1114,0,0.2,0.1,1300,13000,6975,2300,35000,11900
1464,2014,25,34,29.4,5.2,6.8,5.9,1.3,7.8,3.1,7.6,8.5,8.1,963,2645,1568,0,0.4,0.1,1300,13000,3800,1700,24000,7333
1466,2003,25,29,27,5.3,7,6.2,2,4.3,3,6.9,8.4,7.4,82,115,97,,,,,,,43,59,51
1466,2004,19,30,24,7.2,8.6,7.8,0.8,2.9,1.7,7.3,8.3,7.7,,,,,,,,,,21,112,58
1466,2005,,,,7.3,7.8,7.65,0.9,1.8,1.183,7.23,7.74,7.458,236,382,310,,,,,,,22,112,81
1466,2006,23,24,23,7.6,7.7,7.7,1.3,1.7,1.5,7.15,7.49,7.32,224,368,296,0,0.1,0,,,,96,272,184
1466,2007,23,23,23,7.4,8.4,7.8,0.9,1.4,1.1,7.1,8,7.5,220,284,251,,,,,,,86,2400,860
1466,2008,20,20,20,7.7,7.7,7.7,1.4,83,18.6,8.4,8.4,8.4,254,254,254,0.1,12.7,2.4,4600,13000,9467,7000,24000,15878
1466,2009,26,26,26,6.5,7.4,7,1.7,7.6,3.3,7.5,7.7,7.6,266,370,318,0,0.8,0.2,1300,7900,4267,2300,21000,8467
1466,2010,26,26,26,7,11.8,8.3,8.2,8.2,8.2,7.7,8,7.8,265,567,420,0.2,0.2,0.2,17,17,17,40,40,40
1466,2012,23,27,25,5.8,9.1,7.3,2.3,2.3,2.3,6.7,8.3,7.9,98,445,281,2,2,2,,,,110,110,110
1466,2013,24,26,25,2.7,7.5,5.8,2.5,2.5,2.5,7.6,7.9,7.7,216,1670,872,2.1,2.1,2.1,,,,130,130,130
1481,2003,18,19,19,8.5,8.6,8.6,2,2.5,2.3,8,8,8,274,288,281,,,,,,,,,
1481,2004,19,29,26,4.7,6.6,5.5,0.5,2.7,1.7,8.2,8.5,8.4,470,660,547,0.02,0.3,0.133,4,20,9,7,28,15
1481,2005,,,,4.66,6.89,5.775,1.05,2.68,1.865,8.39,8.84,8.615,,,,0.14,0.16,0.15,11,11,11,28,28,28
1481,2006,19,19,19,9.2,9.2,9.2,5.7,5.7,5.7,8.2,8.2,8.2,,,,0.1,0.1,0.1,4,4,4,14,14,14
1481,2007,20,31,27,2.8,8.6,6,1.6,3.3,2.2,8.1,8.6,8.4,460,610,510,0.14,1.1,0.4,4,14,10,20,210,100
1481,2008,20,31,27.5,4.5,7.5,5.8,2.8,2.8,2.8,8.3,9,8.7,490,630,570,2.4,2.4,2.4,,,,140,140,140
1481,2009,25,30,26.5,5.12,8.02,6.2,1.7,1.7,1.7,8.57,9.2,9,520,670,588,1.5,1.5,1.5,,,,90,90,90
1481,2010,20,25,22.8,4.18,7,5.7,1,9,3.2,7.9,8.9,8.3,550,1280,758,0,0,0,9,21,13,6,170,66
1481,2011,18,25,22.9,4.2,6.8,6,1,4.2,2.3,7.9,8.7,8.3,510,630,578,0.2,32,4.1,3,3,3,6,17,12
1481,2012,20,28,24,5.1,6,5.4,1.2,4,1.9,7.7,8.9,8.4,590,760,634,0,0,0,,,,,,
1481,2013,21,30,24.3,4.1,5.2,5,,,,7.3,9.1,8.4,450,660,583,,,,,,,,,
1481,2014,14,31,24.7,3.7,9,6,0.8,1.6,1.3,8.2,8.8,8.5,560,680,602,0.2,1.3,0.8,,,,112,920,262
1532,2008,16,24,20.7,5.6,7.5,6.5,2,3.2,2.6,6.3,7.4,6.8,23,250,168,1.4,5.9,4.4,4,21,10,50,280,127
1532,2009,15,28,23.5,5,7.8,6.6,2,14,5.4,6.1,8,7,170,230,200,0,2,0.6,,,,,,
1532,2012,18,28,23,5.3,7.2,6.2,2.1,12,4.5,6.3,7,6.7,20,20,20,0,2,1,,,,,,
1549,2004,28,35,30,6.4,9.1,7.5,0.8,2.6,1.5,7.1,7.7,7.3,45,57,52,,,,,,,85,90,88
1549,2005,26,31,28.5,8.4,10,9.133,1.46,3.4,2.187,6.3,6.4,6.367,42,522,205.3,0.02,0.6,0.213,2,12,9,75,155,127
1549,2007,28,32,29,5.5,7.7,6.7,0.2,0.8,0.6,6.2,7.1,6.7,36,59,48,0.01,0.09,0.1,0,8,3,0,13,5
1549,2008,28,28,28,7.1,7.1,7.1,1.9,2.9,2.4,7.2,7.2,7.2,42,42,42,1.1,5.4,3.9,0,0,0,50,170,82
1549,2009,27,27,27,6.8,6.8,6.8,8,22,17.6,6.8,6.8,6.8,4385,4385,4385,0.4,1.2,0.6,,,,210,460,435
1549,2010,29,32,29.8,7.4,8.1,7.6,6,18,8.7,5.7,7.7,6.8,40,54,47,0.1,0.5,0.4,,,,240,1100,383
1549,2011,23,35,29.3,5.9,7.8,6.9,0.9,2.6,1.5,5.7,7.8,6.6,45,69,58,0.4,0.84,0.7,4,7,5,7,210,61
1549,2012,29,35,31,6.4,7.8,7.4,2.2,8.7,3.9,5.9,7.9,6.7,36,73,50,0.5,1.76,0.9,4,28,13,75,2400,691
1549,2013,28,36,31.6,6.4,7.9,7.3,0.7,1.6,1.1,6.5,8.2,7.2,24,63,46,0.5,0.8,0.7,4,4,4,4,120,26
1549,2014,27.2,33,30.1,6.2,8.3,7.5,0.4,1.1,0.9,6.5,7.9,7.1,41,1370,157,0.3,0.6,0.5,4,4,4,4,460,64
1574,2003,2,20,12,5.8,6.6,6.3,5.4,6.5,5.8,6.8,7.1,7,106,122,115,,,,43,70,54,63,140,94
1574,2004,23,25,24,6,6.8,6.3,0.8,1,0.9,6.9,7.9,7.4,1040,56000,27835,0.06,0.463,0.195,5,100,44,50,900,488
1574,2005,,,,5,6.6,6.025,0.8,1.2,1,7.1,7.9,7.45,6600,45000,28275,0.02,0.12,0.063,10,280,91,80,1150,468
1574,2006,27,29,28,5.9,6.3,6.1,0.6,1,0.8,7,7.8,7.4,1665,27700,17788,0.2,0.2,0.2,30,80,47,40,120,90
1574,2007,27,29,28,5.6,6.7,6.2,0.8,1.3,1,7.3,7.9,7.6,5050,32800,17740,0.1,0.2,0.17,50,320,190,80,480,280
1574,2008,28,30,28.6,5.4,6.5,6.2,0.9,3.6,2.2,7.5,8,7.7,15500,31400,23235,0.4,1,0.6,4,20,10,21,210,100
1574,2009,26,29,27.3,5.6,7.4,6.6,0.7,1.8,1.1,6.7,7.7,7.4,1405,35000,17699,0.4,0.6,0.5,4,4,4,4,14,7
1574,2010,25.5,29,27.6,6.5,7.2,6.9,0.7,1.7,1,6.3,7.6,6.9,1326,26500,11044,0.5,1,0.7,4,7,5,4,210,34
1574,2011,27,28.1,27.4,5.8,6.8,6.2,0.7,1.8,1,7.1,7.5,7.3,882,30780,8862,0.4,1,0.7,4,4,4,4,210,35
1574,2012,25,29,27,5.2,7.7,6.2,0.4,1.1,0.8,6.8,7.8,7.3,1220,30240,19714,0.5,0.8,0.6,4,4,4,4,9,5
1574,2013,23.5,25.3,24.3,2.9,7.4,6.4,0.6,1.3,1,6.9,8,7.4,950,48000,18428,0.4,1,0.7,4,4,4,4,20,9
1574,2014,24,26,25.2,5.8,7.2,6.7,0.8,5.3,2.5,7.2,8,7.7,380,47730,18096,0.6,1,0.8,4,14,6,4,460,95
1575,2003,28,31,29,3.2,5.4,4.1,1.5,3.5,2.7,6.7,7.6,7.2,2200,39000,22800,0.148,0.46,0.327,10,380,120,30,960,395
1575,2004,27,32,29,4.5,5.5,5.1,1.3,4,2.2,6.6,7.4,7,3000,41000,27667,0.085,0.479,0.325,130,320,203,480,610,538
1575,2005,,,,5.3,6.8,6.025,0.7,3.7,2.2,6.7,7.6,7.25,430,45000,24307.5,0.02,0.33,0.213,60,160,115,100,700,343
1575,2006,27,31,29,4.9,5.2,5,1.1,2,1.7,6.8,8.3,7.57,330,34000,22443,0,0.5,0.3,20,320,213,60,580,407
1575,2007,27,31,29,4.2,6.8,5.1,2,3.7,2.6,7.1,7.9,7.6,310,35000,18028,0.1,0.4,0.25,30,940,268,200,2500,840
1575,2008,29,32,30.3,4.4,6.7,5.8,4.2,7.8,6.5,7,7.6,7.2,1940,36900,15100,0.6,1.4,1,4,21,10,93,1100,374
1575,2009,27,32.5,29.4,4.8,5.4,5.1,0.1,0.7,0.3,6.7,7.4,7.1,3260,42100,15600,0,1.823,0.5,33,140,85,130,540,389
1575,2010,28,33,29.3,3.9,5.9,4.8,0.2,1.8,0.7,6.7,7.2,7,1080,51000,22320,0.1,1.04,0.4,,,,,,
1575,2011,26,31,29,5,5.2,5.1,1.6,3,2.2,7,8,7.5,4190,48000,25948,0.1,0.7,0.4,9,26,16,18,46,29
1575,2012,27,32,28,4.3,7.3,5.7,1.8,39.5,10.1,7,8.2,7.5,3199,44670,23207,0,1.3,0.8,46,1600,626,350,2400,1216
1575,2013,26,31,28.6,2.8,6.6,4.7,1.9,2.6,2,6.6,7.9,7.5,341,50000,25462,0.3,3.41,0.9,,,,,,
1575,2014,27.5,30.5,28.8,3,6.4,4.9,2.7,5.6,3.8,6.3,8.2,7.5,2947,46600,21427,0.5,2.3,1.2,,,,,,
1576,2003,23,31,27,5.4,8.8,6.7,14,24.8,20.3,8.1,8.8,8.4,921,1070,1014,6.4,6.4,6.4,14000,14000,14000,42000,42000,42000
1576,2004,26,29,27,7,7.8,7.5,0.5,1.8,1,6.3,7.5,7,42,260,103,0.22,0.4,0.313,800,12000,3950,1800,34000,10250
1576,2005,,,,6.7,7.9,7.2,0.7,1.2,0.925,6.5,7.2,6.825,38,112,63.8,0.27,0.46,0.343,700,8000,3450,1100,12400,5600
1576,2006,26,27,27,6.7,6.8,6.8,0.5,0.7,0.6,6.3,7.3,6.83,47,480,202,0.2,1.4,0.7,1400,2700,1833,1700,3400,2267
1576,2007,22,27,25,6.2,7.6,7,0.4,0.9,0.7,5.9,6.7,6.4,28,44,34,0.1,0.4,0.25,900,1200,1075,1300,2100,1650
1576,2008,25,26,25.5,6.2,7.8,6.9,4.1,6.4,5.2,5.7,6.7,6.3,31,38,35,1,3.9,2.1,430,1400,914,940,3000,1895
1576,2009,25.5,26,25.8,6.4,8.1,7.1,4.5,5.6,4.9,6.5,7.1,6.9,36,290,125,1.2,1.4,1.3,6200,7000,6758,8800,9200,8942
1576,2010,25.2,25.8,25.5,6.9,7.8,7.2,24,40,30,7.1,7.3,7.2,30,49,39,0,0,0,7000,9400,8150,17000,35000,24400
1576,2011,24.8,26,25.6,6.3,7.4,6.9,31,65,45.9,7.1,7.6,7.4,39,48,42,0,0,0,7900,9400,8950,24000,35000,30400
1576,2012,22,27,25,6.7,7.7,7.2,1.2,1.8,1.5,7.2,7.7,7.5,42,80,62,0,0,0,,,,,,
1576,2013,24,28,25.7,6.7,7.6,7.2,1.4,10.8,5,6.9,7.8,7.4,31,50,41,1.3,8.5,4.4,0,2300,758,0,240000,61350
1576,2014,24,28,26.3,6.8,7.7,7.2,17,50,34.4,6.7,7.4,7,35,47,39,3.2,29.1,10.7,0,4300,1450,0,240000,61075
1577,2003,25,29,27,6.9,7.4,7.1,0.3,1,0.6,6.8,7.1,7,22,40,27,0.05,0.06,0.055,110,170,133,220,600,380
1577,2004,27,33,29,4.5,7.4,6,1.4,3.1,2.2,6.7,7.5,7,780,38000,20170,0.265,0.412,0.362,180,800,430,410,1200,813
1577,2005,,,,5.9,6.8,6.45,0.9,2.1,1.6,6.7,7.7,7.2,610,34000,18277.5,0.27,0.48,0.347,80,200,128,230,880,453
1577,2006,27,32,29,5.2,6.4,5.9,0.7,2,1.4,6.9,8.3,7.6,1010,32000,21003,0.1,0.5,0.3,30,320,217,80,580,400
1577,2007,26,31,28,5.3,7.3,6.6,1.4,3,2.3,7.1,7.9,7.5,300,30000,12450,0.1,0.3,0.2,40,210,165,230,810,493
1577,2008,28,31,29.8,6.3,7.3,6.7,1.7,4.1,2.9,6.9,7.7,7.2,2210,31400,17255,0.6,1.8,1,0,1100,593,1400,21000,8500
1577,2009,27,33,28.8,5.4,6.3,6,1.7,2.8,2.2,6.3,7.4,6.9,279,32900,9324,0.2,0.8,0.4,0,46000,11900,0,46001,12225
1577,2010,25,32,28,4.2,6.7,5.8,1.2,4.8,2.8,6.6,7.4,7,146,41700,16510,0.1,1,0.5,0,360,165,0,240000,120090
1577,2011,27,30,28,5.9,7.2,6.3,1,3.9,2.1,7.1,7.5,7.3,5025,29000,18554,0.2,2.1,0.8,0,4400,1373,730,110000,30583
1577,2012,27,30,28,5.2,6.8,6.1,1.3,8.6,4.6,6.7,7.9,7.3,182,38720,16191,1.3,9.9,4.1,0,360,180,0,910,318
1577,2013,27,28.7,28,4.2,7.3,6,1.9,6,3.6,6.6,7.9,7.2,86,44340,19683,0.4,1.7,1.1,360,2300,983,361,4300,2368
1577,2014,26,29.5,28.3,3.9,7.2,5.8,1.3,11,5.9,6.7,8.2,7.5,498,29900,15934,0.2,2.2,1.2,1100,2800,2050,2301,240000,121475
1578,2003,19,25,22,6.9,7.6,7.3,0.7,2.2,1.2,7,7.8,7.3,40,108,72,0.26,0.5,0.36,450,2400,1663,1000,6200,3725
1578,2004,28,33,30,3.4,5.4,4.4,1.5,3,2.4,6.6,7.4,7.1,310,42000,20158,0.085,0.54,0.362,50,900,328,280,1600,725
1578,2005,,,,3.4,6.9,5.35,1.2,5.5,3.9,6.9,7.8,7.275,630,45000,28907.5,0.25,0.41,0.33,60,410,190,170,1100,548
1578,2006,29,33,31,5.2,7.8,6.8,3.6,5.8,4.8,7.3,8.1,7.73,890,40000,24630,0.5,0.5,0.5,70,480,223,110,920,423
1578,2007,30,31,30,3,7.1,4.9,2.8,5,4.2,6.8,7.9,7.3,590,36000,19798,0.1,0.1,0.1,60,320,198,100,1750,810
1578,2008,29,32,30.4,1.3,7.2,5,1.4,20,7.7,6.6,7.6,7.2,12000,44000,26750,1.1,4.7,3.4,0,1100,458,0,9300,2700
1578,2009,27,32,29.5,7,7.5,7.2,3.6,5,4.4,7.2,7.9,7.5,1770,56000,26993,3,13.8,6,0,15000,5715,0,240000,71000
1578,2010,26,31,28.3,3.3,7.2,5.8,2,21,8.4,6.6,7.4,7.1,310,47000,21795,2.3,8.4,4.9,1100,15000,6600,4400,46000,16800
1578,2011,26.5,27,26.8,5.2,7.8,6.1,3.4,5.8,4.8,6.4,7.6,7,2300,42000,25325,0.6,7.9,3.2,730,29000,8083,12000,240000,86000
1578,2012,27,29,27,4.2,8.2,6.2,0.4,2.3,1.4,6.5,8.1,7.1,620,56000,24500,0.3,1.5,0.8,0,1500,603,360,9300,2993
1578,2013,28,29,28.7,3.8,7.6,5.8,2.1,6.6,4.1,6.4,7.8,7.1,980,52000,30280,0.6,6.9,3.4,730,2700,1460,731,12000,4486
1578,2014,28,29,28.4,4,7.4,5.8,4.8,5.8,5.3,6.7,7.5,7.1,398,57300,25045,1.4,1.9,1.5,0,360,255,730,1600,1038
1579,2003,25,29,27,7.1,7.8,7.4,1.9,1.9,1.9,8.2,8.2,8.2,600,800,700,,,,,,,26,26,26
1579,2004,27,32,29,5.5,7.8,6.5,0.2,4.8,2.8,6.7,7.6,7.1,191,19300,7348,0.176,0.29,0.229,180,740,418,610,1200,993
1579,2005,,,,6.1,6.8,6.5,1.3,4.6,2.6,6.8,7.2,6.925,112,6600,2889.8,0.11,0.36,0.235,40,380,210,110,1400,668
1579,2006,27,32,29,6.3,6.9,6.6,1,3.5,2.2,6.7,7.7,7.1,66,2800,1139,0.1,0.4,0.2,100,200,153,290,540,417
1579,2007,28,31,29,5.9,7.6,6.5,1.4,4.5,2.4,6.7,7.3,6.9,57,2800,837,0.1,0.1,0.1,70,240,163,460,730,598
1579,2008,28,31,29.6,5,6.6,5.9,0.6,2.3,1.5,6.3,7.2,6.9,160,434,259,0.3,5.5,1.7,0,3900,1478,300,240000,120450
1579,2009,26,31,28.5,2.1,7,5.7,0.7,4.8,3,6.9,7,7,130,17000,5272,0.4,2.4,1,0,15000,4553,360,110000,33415
1579,2010,25.5,31,28.1,3.1,6.6,5.7,0.6,3.3,2.1,6.6,7.2,6.9,57,4900,1480,0.3,0.7,0.5,0,4300,1515,0,46000,12403
1579,2011,25.5,26.5,26.1,5.6,6.2,5.9,0.7,2.3,1.4,6.3,7.1,6.7,111,1260,477,0.4,4.3,1.6,0,1100,458,0,21000,6440
1579,2012,27,29,28,4.1,6.5,5.5,1.8,2.6,2.2,6.5,7.2,6.8,108,13300,1615,0.2,1.3,0.6,0,1100,593,0,240000,60650
1579,2013,28,29,28.4,4.9,7.9,6.3,9,13.8,11.1,6.4,7.6,6.9,182,19000,3683,4.8,18.7,9.3,2200,4500,3633,3700,5900,5008
1579,2014,28,29,28.2,3.7,7.9,5.5,6.8,10.2,8.7,6.6,7.1,6.8,73,6480,1372,2.7,7.7,5.2,1400,3300,2492,2800,4800,3967
1580,2003,25,26,26,3.5,7.5,5.5,6.3,7.8,7.1,6.2,7,6.6,420,1650,1035,0.14,0.3,0.22,210,2400,1305,1100,2400,1750
1580,2004,25,29,27,5.5,7,6.5,0.3,0.6,0.5,6.3,6.9,6.6,21,28,25,0.105,0.21,0.158,110,110,110,60,300,145
1580,2005,,,,6,6.7,6.375,0.2,0.6,0.45,6.4,6.8,6.55,24,35,29.7,0.07,0.07,0.07,60,170,115,80,400,183
1580,2006,28,29,28,6,7,6.3,0.4,0.6,0.5,6.5,6.5,6.5,23,260,104,,,,40,40,40,20,110,70
1580,2007,27,28,27,5,7,6.4,0.4,0.6,0.5,5.9,6.5,6.3,28,39,32,0.1,0.1,0.1,0,0,0,20,170,98
1580,2008,24,29,26.3,6.2,7.2,6.6,7.3,10.5,9,6,6.5,6.3,28,31,29,2.7,8.85,6.3,1400,3500,2617,3000,5000,4017
1580,2009,24,27,25.3,5,7.7,6.6,1.8,2.5,2.1,6,6.5,6.3,210,290,253,0.3,2.5,1.4,22,38,30,47,79,66
1580,2010,23,24,23.8,5.5,7,6.6,1.4,2.3,1.8,6.2,7.1,6.7,22,25,24,0.4,6.8,3.8,10,31,22,22,67,47
1580,2011,23,24.5,23.9,5.8,7.3,6.7,3.2,3.6,3.4,6.3,6.8,6.5,24,26,25,1,1.4,1.2,400,440,422,460,540,498
1580,2012,24,30,26,6,7.6,6.7,3.2,3.5,3.4,6.6,7.3,6.9,21,39,28,0.7,1,0.9,480,580,516,520,620,568
1580,2013,23.9,29.1,25.6,3.9,8,6.6,2.6,2.8,2.7,6.5,7.8,7.2,20,26,24,0,0,0,500,1700,1175,1400,5400,3000
1580,2014,23.1,29.4,26.7,4.5,7.6,6.3,2.6,2.8,2.7,7.2,8.3,7.8,21,28,24,0,0,0,1300,3000,2250,3500,16000,8525
1629,2003,21,35,29,5.9,7.3,6.6,1,3.3,1.9,6.5,8.3,7.3,41,66,50,0.98,0.98,0.98,495,580,527,545,630,591
1629,2004,18,26,22,2.4,9.3,5.5,1.6,4.9,3,6.9,7.6,7.4,60,97,83,,,,,,,44,135,75
1629,2005,,,,5.87,5.87,5.87,2.23,3.03,2.497,7.9,7.9,7.9,71,93,84.7,,,,,,,35,78,57
1629,2006,21,30,25,6.5,7.3,6.9,1.8,2.8,2.3,7.2,7.9,7.47,118,133,126,,,,,,,0,80,26.7
1629,2007,20,29,25,3.8,8.9,7.1,0.5,3.5,2.1,6.7,7.6,7.3,148,231,179,,,,,,,130,350,198
1629,2008,27.4,27.4,27.4,5.5,5.5,5.5,1,8.7,3.2,7.4,7.4,7.4,157,157,157,0.2,5.3,1.3,490,160000,22432,1300,160000,30282
1629,2009,20,29,24,5.6,8,6.9,1,4.9,2.7,7.1,7.6,7.4,91,119,103,0.2,7.4,1.6,330,160000,39246,3300,160000,65027
1629,2011,14,26,22,4.9,4.9,4.9,4.6,21.2,11.2,7.2,7.5,7.3,149,561,342,0.4,4.7,2.2,78,24000,3475,230,35000,6994
1629,2012,28,30,29,9.1,10.1,9.6,3.2,13.8,7.2,6.8,8,7.5,67,135,101,0.3,9.4,3.9,45,24000,7950,230,35000,14485
1630,2003,24,24,24,3.2,6.4,5.2,0.8,1.6,1.1,7,7.9,7.5,12400,55000,40100,0.32,1.134,0.641,20,120,68,250,800,500
1630,2004,17,27,22,2.4,9.9,6.5,2.4,4.9,3.4,6.8,7.5,7.3,112,115,114,,,,,,,42,97,62
1630,2005,,,,5.06,7.09,6.075,0.9,1.62,1.143,7.4,8,7.733,92,118,102,,,,,,,36,63,53
1630,2006,20,28,23,6.1,7.9,7,1.3,2.8,2.1,6.9,7.9,7.3,127,189,158,,,,,,,0,75,25
1630,2007,21,30,25,3.3,6.6,5.2,0.1,2.7,1.4,7.1,7.9,7.4,177,300,221,,,,,,,30,165,115
1630,2008,27.9,27.9,27.9,5.7,5.7,5.7,2.2,8.4,5,7.3,7.3,7.3,313,313,313,0.5,3,1.3,230,16000,4566,490,24000,10908
1630,2009,20,29,24,2.8,8.8,5.9,3.1,15.9,9.4,6.9,8,7.5,128,152,137,0.4,9.2,5.3,130,17000,3773,210,35000,8755
1630,2011,14,26,22,4.6,5.2,4.9,6,27.8,13.1,7.1,7.3,7.2,207,573,356,0.5,3.7,1.9,310,35000,10819,3500,92000,26118
1630,2012,28,31,30,6.1,9.7,7.8,2.5,9.1,5.8,6.8,7.7,7.2,77,193,120,0,0.2,0,2000,30000,7833,4000,160000,22500
1686,2004,25,33,28,2,6.4,4.7,21,21,21,7.3,8.6,8,253,830,479,0.3,2.6,1.133,,,,,,
1686,2005,27,31,29.25,6.2,11.3,8.375,2.2,2.2,2.2,7.4,8.9,8.125,315,908,636.5,0.8,3,2.1,,,,,,
1686,2006,32,32,32,9.4,9.4,9.4,2.1,2.1,2.1,8.5,8.5,8.5,509,509,509,2.9,2.9,2.9,,,,,,
1686,2007,29,32,30,5.3,6.8,5.9,4,14,9,7.5,7.9,7.7,400,765,522,0.1,0.1,0.1,,,,,,
1686,2008,26,31.8,28.9,5.1,6.5,5.8,0.4,1,0.7,7.1,8,7.4,387,462,416,0.6,0.8,0.7,,,,,,
1686,2009,28,30,28.7,5.6,6.9,6.1,1.7,17.4,10,7.2,7.8,7.6,379,718,512,0,1.2,0.5,2000,280000,82667,4000,350000,119250
1686,2010,30,30,30,7.2,7.2,7.2,4.6,18.9,9.4,7.7,7.7,7.7,405,405,405,0,1,0.4,2000,800000,180167,4000,1300000,309750
1686,2011,27,31,29,4.3,6,5.2,4.5,17,9.9,7.6,8.6,8.1,301,524,413,0,1.2,0.4,2000,240000,47917,4000,300000,75167
1686,2012,25,30,28,6.3,8.2,7.3,1.8,4.5,2.9,7.6,8.1,7.8,459,586,523,0,0.7,0.1,1100,9000,2808,5000,14000,7500
1686,2013,24,24,24,6,6,6,1.1,2.5,1.6,7.8,7.8,7.8,,,,0.1,0.5,0.2,120,1200,373,700,8000,1908
1686,2014,29,32,30.3,5.9,11.2,9.2,1.2,2.2,1.5,7.8,8,7.9,316,1055,762,0,0.3,0.1,110,1400,338,170,3400,1123
1714,2003,24,30,28,3.2,5.5,4.5,0.9,2.8,1.9,6.6,7.5,7.1,1510,42000,19878,0.277,0.701,0.52,20,60,40,130,420,283
1714,2004,18,26,23,7.9,11.1,9.7,1.4,2.9,2,7,7.9,7.5,240,280,260,0.02,0.32,0.167,7,20,16,20,210,117
1714,2005,26,26,26,7.4,8.3,7.725,1.3,4.09,2.54,7.88,8.56,8.197,260,400,330,0.14,0.16,0.155,3,20,11,4,210,68
1714,2006,14,14,14,11.2,11.2,11.2,2.3,2.3,2.3,8.1,8.1,8.1,,,,0.3,0.3,0.3,14,14,14,210,210,210
1714,2007,16,26,21,6.5,9,7.6,0.3,4.1,1.9,7.6,8.7,8.1,230,340,275,0.22,0.38,0.32,4,9,6,14,150,50
1714,2008,19.2,26.2,23.6,5,8.1,6.6,1,10.7,4,7.5,8.2,7.9,250,370,318,0.1,0.7,0.5,140,90000,18395,800,160000,42100
1714,2009,16.3,24.6,20.9,6.2,8.3,7,,,,7.6,8.31,7.9,290,330,310,,,,,,,,,
1714,2010,14.3,24.4,21,4.7,5.8,5.2,,,,7.3,8.2,7.8,330,2700,1170,,,,,,,,,
1714,2011,15,30.6,22.8,4.7,8.8,6.1,0.5,0.5,0.5,7.2,8.9,8,250,600,358,,,,2,2,2,2,2,2
1714,2012,14,27,22,4,10.7,6.6,1.7,1.7,1.7,7.5,8.9,8.1,280,390,338,,,,790,790,790,3500,3500,3500
1714,2013,16,30,23.2,5.3,10.9,8.4,0.8,50,31.7,7.9,9.1,8.3,240,480,300,7.8,15,11.4,3,3,3,100,120,110
1714,2014,12,29,22,5.4,10.5,8.4,0.5,4.3,1.8,7.8,9.1,8.5,200,300,239,0.5,2,1.2,0,7,2,35,260,118
